
*** ChampSim Multicore Out-of-Order Simulator ***

Warmup Instructions: 20000000
Simulation Instructions: 30000000
Number of CPUs: 1
LLC sets: 2048
LLC ways: 16
Off-chip DRAM Size: 4096 MB Channels: 1 Width: 64-bit Data Rate: 3200 MT/s

CPU 0 runs ../traces//400.perlbench-41B.champsimtrace.xz
CPU 0 Bimodal branch predictor
CPU 0 L2C next line prefetcher
6, 1, 5, 1, 7, 0, 2, 2, 3, 0, 1, 2, 3, 0, 3, 1, 3, 1, 4, 0, 2, 0, 1, 1, 1, 2, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 
7, 6, 5, 4, 2, 0, 4, 0, 3, 2, 3, 1, 2, 3, 5, 1, 4, 1, 2, 1, 3, 0, 0, 0, 3, 1, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 
3, 2, 8, 4, 5, 2, 3, 6, 5, 1, 1, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 1, 2, 1, 1, 2, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 
3, 3, 3, 4, 3, 4, 8, 1, 8, 0, 4, 2, 7, 2, 3, 1, 3, 1, 2, 0, 1, 1, 0, 0, 3, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
6, 6, 5, 1, 4, 1, 3, 2, 4, 0, 3, 2, 2, 2, 0, 1, 3, 0, 3, 2, 1, 0, 1, 5, 0, 1, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 
0, 0, 3, 2, 0, 1, 1, 0, 3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
3, 1, 0, 0, 2, 2, 1, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
3, 5, 5, 2, 3, 0, 5, 1, 0, 1, 3, 2, 3, 1, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
1, 3, 4, 3, 3, 6, 2, 3, 2, 6, 4, 3, 2, 2, 2, 0, 1, 0, 3, 2, 1, 0, 2, 0, 1, 0, 1, 0, 3, 1, 1, 0, 2, 0, 0, 0, 2, 0, 1, 0, 1, 0, 2, 0, 0, 0, 
5, 5, 2, 2, 2, 1, 4, 2, 1, 3, 4, 1, 3, 1, 2, 1, 0, 4, 2, 0, 0, 0, 2, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 
3, 2, 4, 2, 4, 0, 2, 3, 5, 4, 3, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 0, 2, 0, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 
2, 2, 3, 0, 2, 1, 1, 2, 0, 1, 4, 2, 0, 1, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 
5, 0, 5, 2, 3, 0, 3, 0, 4, 0, 3, 0, 4, 2, 3, 2, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
1, 4, 4, 2, 3, 0, 1, 0, 3, 0, 1, 1, 3, 2, 3, 0, 2, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2, 0, 2, 1, 1, 1, 2, 0, 4, 2, 2, 0, 1, 1, 2, 2, 2, 0, 2, 1, 1, 0, 0, 1, 0, 1, 2, 0, 1, 0, 2, 0, 1, 0, 1, 0, 2, 1, 0, 4, 0, 0, 0, 1, 0, 0, 
2, 3, 3, 0, 2, 2, 2, 0, 2, 1, 0, 0, 3, 0, 1, 0, 3, 1, 2, 1, 1, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
2, 1, 2, 0, 3, 1, 2, 1, 2, 0, 3, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
3, 3, 2, 3, 2, 0, 2, 0, 4, 2, 1, 3, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 1, 0, 1, 1, 0, 0, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 
2, 0, 2, 2, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
4, 2, 2, 0, 4, 1, 4, 1, 3, 0, 1, 1, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 
0, 2, 0, 0, 2, 1, 1, 1, 1, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 
2, 4, 1, 0, 1, 1, 4, 0, 2, 0, 1, 1, 4, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 1, 2, 0, 0, 2, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
1, 1, 3, 0, 4, 1, 2, 1, 3, 1, 2, 0, 1, 1, 2, 1, 2, 0, 6, 0, 4, 0, 2, 2, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 1, 1, 
5, 2, 4, 0, 0, 0, 4, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 1, 4, 3, 2, 0, 2, 0, 2, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 
1, 4, 2, 0, 4, 2, 0, 3, 2, 1, 3, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 
5, 3, 4, 4, 2, 2, 2, 1, 3, 3, 2, 1, 2, 1, 2, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
7, 4, 4, 3, 8, 3, 6, 5, 10, 1, 3, 3, 4, 2, 4, 2, 0, 2, 2, 0, 2, 1, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 
3, 1, 3, 3, 3, 0, 0, 2, 2, 1, 2, 0, 2, 1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 1, 
2, 0, 2, 1, 3, 2, 1, 0, 0, 0, 1, 0, 6, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 
7, 0, 3, 2, 2, 0, 6, 2, 1, 1, 4, 0, 3, 2, 2, 2, 1, 2, 1, 2, 2, 0, 1, 0, 4, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 
