512, 8, 0.188383, 330751, 330834, 0.9997491188934632, 174.735
512, 16, 0.188381, 317084, 330834, 0.958438370905046, 181.855
512, 32, 0.190106, 262412, 330835, 0.7931808907763689, 217.244
512, 64, 0.192157, 259583, 330829, 0.7846440306019121, 215.925
1024, 8, 0.188539, 330353, 330836, 0.9985400621455948, 174.416
1024, 16, 0.189927, 262336, 330829, 0.792965550178491, 217.648
1024, 32, 0.192232, 259482, 330827, 0.7843434786157115, 216.386
1024, 64, 0.194844, 255113, 330833, 0.7711231950863426, 219.5
2048, 8, 0.190119, 262889, 330828, 0.7946395105613794, 217.016
2048, 16, 0.19245, 259352, 330834, 0.7839339366570546, 216.416
2048, 32, 0.194724, 255177, 330830, 0.7713236405404589, 219.686
2048, 64, 0.19676, 253151, 330827, 0.7652065883377113, 223.98
4096, 8, 0.19262, 259330, 330831, 0.783874546218462, 216.564
4096, 16, 0.195137, 255305, 330835, 0.7716988831290522, 219.569
4096, 32, 0.197343, 253127, 330839, 0.765106290370845, 222.973
4096, 64, 0.211328, 249163, 330837, 0.7531291844624393, 198.496
512, 128, 0.194856, 255105, 330830, 0.771106006105855, 219.133
1024, 128, 0.196559, 253187, 330832, 0.7653038400154761, 223.968
2048, 128, 0.211001, 249143, 330834, 0.7530755605530266, 198.786
4096, 128, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
512, 256, 0.196634, 253167, 330830, 0.765248012574434, 223.728
1024, 256, 0.210881, 249107, 330835, 0.7529644686928529, 198.89
2048, 256, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
4096, 256, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
512, 512, 0.211049, 249103, 330835, 0.7529523780736621, 198.423
1024, 512, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
2048, 512, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
4096, 512, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
4096, 2048, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
4096, 4096, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
8192, 2048, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
8192, 4096, 0.220902, 248204, 330827, 0.7502531534608723, 177.882
