512, 8, 0.301202, 841227, 855959, 0.9827888952625067, 116.587
512, 16, 0.301598, 816743, 856029, 0.9541066949834643, 118.812
512, 32, 0.303372, 766940, 856047, 0.8959087526736266, 121.101
512, 64, 0.306433, 706881, 856093, 0.8257058520511206, 122.381
512, 128, 0.312146, 611826, 855945, 0.7147959273084135, 124.5
1024, 8, 0.301834, 818759, 856050, 0.956438292155832, 117.867
1024, 16, 0.302058, 553027, 856035, 0.646033164531824, 174.003
1024, 32, 0.306458, 714971, 855978, 0.8352679624943632, 120.973
1024, 64, 0.311946, 625828, 855986, 0.7311194341963537, 122.679
1024, 128, 0.31979, 519648, 856101, 0.606993800965073, 127.335
2048, 8, 0.302078, 602353, 855958, 0.7037179394316077, 159.705
2048, 16, 0.304572, 508471, 855945, 0.5940463464358107, 179.75
2048, 32, 0.311512, 607260, 856056, 0.7093694805012756, 128.247
2048, 64, 0.318172, 400075, 856116, 0.4673140088492681, 176.453
2048, 128, 0.329748, 336712, 856065, 0.39332527319771277, 174.159
4096, 8, 0.304473, 509799, 855934, 0.5956055022934011, 179.679
4096, 16, 0.309492, 462699, 855926, 0.5405829475912637, 179.308
4096, 32, 0.318153, 398961, 856093, 0.4660253033256901, 177.05
4096, 64, 0.329858, 335534, 855973, 0.3919913361753233, 174.647
4096, 128, 0.343736, 281307, 855877, 0.3286769010032984, 169.517
8192, 8, 0.309384, 463466, 856029, 0.5414139006972895, 179.567
8192, 16, 0.317925, 399857, 855974, 0.46713685228756946, 177.43
8192, 32, 0.329756, 335324, 855950, 0.39175652783456977, 174.928
8192, 64, 0.34357, 281374, 855994, 0.3287102479690278, 170.0
8192, 128, 0.345005, 277214, 856026, 0.3238382946312378, 168.811
