512, 8, 0.300867, 852240, 855909, 0.9957133293375815, 115.982
512, 16, 0.301107, 825395, 855909, 0.96434901373861, 118.985
512, 32, 0.301837, 534942, 855909, 0.6249986856079326, 181.294
512, 64, 0.304314, 508203, 855909, 0.5937582149504211, 181.333
512, 128, 0.309062, 464498, 855912, 0.5426936414023872, 179.997
1024, 8, 0.301128, 848343, 855909, 0.9911602752161737, 115.685
1024, 16, 0.301848, 533209, 855909, 0.6229739376499137, 181.902
1024, 32, 0.304295, 508156, 855909, 0.5937033025707172, 181.339
1024, 64, 0.309102, 464465, 855912, 0.5426550860368823, 179.992
1024, 128, 0.317801, 398002, 855912, 0.465003411565675, 177.618
2048, 8, 0.301802, 539112, 855909, 0.6298706988710249, 179.871
2048, 16, 0.30428, 508163, 855909, 0.5937114810102476, 181.36
2048, 32, 0.309069, 464649, 855912, 0.5428700614081822, 179.989
2048, 64, 0.317769, 398261, 855912, 0.4653060127676677, 177.636
2048, 128, 0.331256, 322682, 855912, 0.37700371066184374, 174.361
4096, 8, 0.304288, 508702, 855909, 0.5943412208540861, 181.289
4096, 16, 0.309051, 464964, 855912, 0.5432380898970922, 179.982
4096, 32, 0.317689, 398904, 855914, 0.4660561691945686, 177.657
4096, 64, 0.331228, 323045, 855914, 0.377426937753092, 174.315
4096, 128, 0.344395, 277493, 855913, 0.3242070163673177, 169.615
8192, 8, 0.309036, 465368, 855912, 0.5437101010384245, 180.019
8192, 16, 0.317654, 399597, 855914, 0.4668658299782455, 177.647
8192, 32, 0.331078, 323719, 855912, 0.37821528381422387, 174.364
8192, 64, 0.344215, 277880, 855913, 0.3246591651254275, 169.724
8192, 128, 0.344952, 276742, 855913, 0.32332959074111506, 169.091
